id,name,num_users,total_cmt,positive,negative,neutral,average_completion_rate,number of resources,rank_binned,course_classification
C_681301,introduction to materials science,232,0.0,0.0,0.0,0.0,0.6488716941778833,37,4.481595860111844,Dissatisfied
C_1771161,advanced comprehensive english writing,146,2.0,1.0,0.0,1.0,0.8048229548229547,70,4.481595860111844,Neutral
C_948402,information theory and coding,282,3.0,0.0,0.0,3.0,0.6488716941778833,31,4.481595860111844,Dissatisfied
C_681712,deploy web applications on the cloud in 10 minutes,186,0.0,0.0,0.0,0.0,0.6488716941778833,3,4.481595860111844,Dissatisfied
C_681015,food microbiology,2319,252.0,34.0,16.0,202.0,0.6488716941778833,79,4.481595860111844,Satisfied
C_697802,financial analysis and decision-making,2675,393.0,94.0,58.0,241.0,0.6488716941778833,96,1.0,Very satisfied
C_735195,evidence-based nursing and knowledge transformation,968,3.0,2.0,1.0,0.0,0.6951620580939532,29,7.0,Satisfied
C_679148,college physics experiment,6074,16.0,2.0,0.0,14.0,0.6488716941778833,29,7.0,Dissatisfied
C_948101,wang yangming and guizhou culture,9261,153.0,53.0,4.0,96.0,0.7970184960654997,86,4.481595860111844,Satisfied
C_1940647,financial analysis and financial management,156,11.0,0.0,2.0,9.0,0.6488716941778833,12,1.0,Neutral
C_676996,20th century western music,11350,56.0,39.0,1.0,16.0,0.75,26,4.481595860111844,Satisfied
C_707025,university history and culture,11560,214.0,61.0,19.0,134.0,0.6488716941778833,97,1.0,Very satisfied
C_2297240,innovation and entrepreneurship theory and technology,296,6.0,2.0,1.0,3.0,0.6488716941778833,85,4.481595860111844,Satisfied
C_682794,children's sexual development and sex education,4166,221.0,48.0,31.0,142.0,0.6089743589743589,113,4.0,Very satisfied
C_681073,music walk,1112,45.0,7.0,3.0,35.0,0.9345238095238096,56,9.0,Very satisfied
C_947265,experimental acupuncture,2094,20.0,4.0,2.0,14.0,0.6488716941778833,46,4.481595860111844,Satisfied
C_680952,introduction to biomedical engineering,3873,15.0,2.0,1.0,12.0,0.6488716941778833,59,1.0,Very satisfied
C_1886672,pet grooming and care,1040,140.0,35.0,5.0,100.0,0.5967037049303943,67,4.481595860111844,Neutral
C_735110,microsoft artificial intelligence – services and apis,145,0.0,0.0,0.0,0.0,0.6488716941778833,9,4.481595860111844,Dissatisfied
C_1891047,skills in english for general academic purposes,152,0.0,0.0,0.0,0.0,0.6488716941778833,63,4.481595860111844,Dissatisfied
C_1811730,botany (morphological anatomy part),536,55.0,22.0,1.0,32.0,0.85301665223029,122,4.481595860111844,Satisfied
C_948050,eye care and eye disease prevention,486,1.0,0.0,0.0,1.0,0.6488716941778833,74,4.481595860111844,Dissatisfied
C_682313,restoration ecology,830,0.0,0.0,0.0,0.0,0.6488716941778833,63,4.0,Dissatisfied
C_677045,teaching and learning in the e-era—blended teaching triggered by moocs,5377,131.0,32.0,2.0,97.0,0.6488716941778833,56,1.0,Satisfied
C_784387,perspective,2870,44.0,7.0,6.0,31.0,0.6488716941778833,57,4.481595860111844,Very satisfied
C_2221569,an introduction to mao zedong thought and the theoretical system of socialism with chinese characteristics,200,0.0,0.0,0.0,0.0,0.6488716941778833,69,9.0,Very dissatisfied
C_947160,landscape dendrology,664,6.0,1.0,2.0,3.0,0.6488716941778833,44,4.481595860111844,Very dissatisfied
C_2266746,principles of reinforced concrete structures,3796,1.0,1.0,0.0,0.0,0.598222552910053,87,4.481595860111844,Dissatisfied
C_1429234,petroleum processing engineering,4342,72.0,37.0,6.0,29.0,0.6488716941778833,145,4.481595860111844,Satisfied
C_696685,we learn the russian alphabet,2453,7.0,1.0,0.0,6.0,0.6488716941778833,37,4.481595860111844,Dissatisfied
C_1904007,petroleum production engineering,37,0.0,0.0,0.0,0.0,0.6488716941778833,30,4.481595860111844,Dissatisfied
C_1756073,music & culture in english,63,0.0,0.0,0.0,0.0,0.6488716941778833,219,6.0,Neutral
C_696884,financial management,7034,85.0,7.0,11.0,67.0,0.5570394779350003,56,7.0,Very dissatisfied
C_948411,experimental design and analysis,15426,17.0,5.0,0.0,12.0,0.6488716941778833,135,1.0,Satisfied
C_680785,college english seven ability development,5221,2410.0,1021.0,103.0,1286.0,0.6488716941778833,86,4.481595860111844,Neutral
C_800360,introduction and introduction to cultural anthropology,10069,72.0,18.0,5.0,49.0,0.6488716941778833,37,4.481595860111844,Satisfied
C_947158,sonar technology,8680,691.0,191.0,39.0,461.0,0.8115272620815757,106,4.481595860111844,Very satisfied
C_680933,public administration,18251,900.0,98.0,60.0,742.0,0.693666990605766,34,4.481595860111844,Very satisfied
C_681389,wedding culture,974,180.0,21.0,10.0,149.0,0.6488716941778833,41,4.481595860111844,Satisfied
C_758928,php programming,2134,185.0,66.0,11.0,108.0,0.7515499184165947,161,4.481595860111844,Satisfied
C_1789694,radar meteorology,697,5.0,4.0,0.0,1.0,0.6488716941778833,37,4.481595860111844,Dissatisfied
C_2229906,microeconomics,98,5.0,0.0,0.0,5.0,0.4593915343915344,59,4.481595860111844,Very dissatisfied
C_1992921,pharmaceutical marketing,540,14.0,5.0,0.0,9.0,0.9210062005951296,39,4.481595860111844,Satisfied
C_1761383,geology and engineering geology (international),126,0.0,0.0,0.0,0.0,0.6488716941778833,145,1.0,Neutral
C_697108,the science of everyday thinking,5738,23.0,3.0,5.0,15.0,0.4710144927536231,157,1.0,Very dissatisfied
C_696581,english pronunciation,2852,13.0,4.0,4.0,5.0,0.0,83,4.481595860111844,Very dissatisfied
C_697063,ai,1575,0.0,0.0,0.0,0.0,0.6488716941778833,73,4.481595860111844,Dissatisfied
C_1774985,3ds max: a quick start from zero to one,586,0.0,0.0,0.0,0.0,0.6488716941778833,149,4.481595860111844,Neutral
C_2059304,house architecture,62,0.0,0.0,0.0,0.0,0.6488716941778833,121,4.481595860111844,Neutral
C_682360,network technology and applications,10447,118.0,24.0,9.0,85.0,0.6721311475409836,171,4.481595860111844,Very satisfied
C_682578,polymer chemistry and physics,980,5.0,0.0,0.0,5.0,0.6488716941778833,186,4.0,Neutral
C_677095,introduction to zhuangzi's philosophy,8544,133.0,49.0,22.0,62.0,0.6488716941778833,31,1.0,Very satisfied
C_1438319,hydrology,403,2.0,0.0,0.0,2.0,0.7478234724490164,37,4.481595860111844,Neutral
C_696787,engineering thermodynamics (part 1),4553,111.0,26.0,4.0,81.0,0.6488716941778833,119,1.0,Satisfied
C_682656,introduction to natural disasters,1290,558.0,77.0,111.0,370.0,0.7195333147863484,34,4.481595860111844,Very dissatisfied
C_1731918,access database technology and application,556,5.0,0.0,4.0,1.0,0.6877470833087568,58,4.481595860111844,Neutral
C_697653,introduction to human evolution,488,1.0,1.0,0.0,0.0,0.6488716941778833,216,4.481595860111844,Neutral
C_676684,biomedical laboratory safety knowledge,1579,74.0,4.0,20.0,50.0,0.6488716941778833,52,9.0,Very dissatisfied
C_931250,ballet body,5039,1207.0,685.0,62.0,460.0,0.6488716941778833,72,5.0,Neutral
C_948118,paleontology,6464,81.0,38.0,5.0,38.0,0.6488716941778833,81,2.0,Satisfied
C_784069,advanced placement mathematics course,3840,35.0,3.0,9.0,23.0,0.7092589655738563,56,1.0,Very dissatisfied
C_936983,creative handicrafts,2078,29.0,23.0,1.0,5.0,0.6488716941778833,30,4.481595860111844,Dissatisfied
C_696704,design and production of information-based teaching resources - development of digital teaching resources based on ppt,4689,805.0,113.0,18.0,674.0,0.6488716941778833,183,4.481595860111844,Satisfied
C_2199460,managerial statistics,96,0.0,0.0,0.0,0.0,0.6488716941778833,69,4.481595860111844,Dissatisfied
C_696939,english pronunciation,8336,81.0,25.0,8.0,48.0,0.6488716941778833,23,4.481595860111844,Satisfied
C_758198,general english audio and video for the workplace,288,0.0,0.0,0.0,0.0,0.6488716941778833,68,4.481595860111844,Dissatisfied
C_682491,intermediate japanese listening and speaking,1884,18.0,10.0,1.0,7.0,0.6488716941778833,91,7.0,Neutral
C_1683791,understanding the 2019 novel coronavirus,108,0.0,0.0,0.0,0.0,0.6488716941778833,7,4.481595860111844,Dissatisfied
C_735326,go into the ocean,238,0.0,0.0,0.0,0.0,0.6488716941778833,12,4.481595860111844,Dissatisfied
C_922865,mathematical physics equations and their applications,2503,1075.0,569.0,95.0,411.0,0.6488716941778833,70,4.481595860111844,Neutral
C_735151,mechanical design,61,0.0,0.0,0.0,0.0,0.6488716941778833,63,4.481595860111844,Dissatisfied
C_682357,basic chemistry experiments,5057,12.0,4.0,1.0,7.0,0.6488716941778833,26,5.0,Satisfied
C_2308102,yunnan characteristic folk crafts,2254,16.0,11.0,0.0,5.0,0.6077659776835512,68,4.481595860111844,Dissatisfied
C_680999,pharmacology,1580,30.0,9.0,4.0,17.0,0.6488716941778833,106,4.481595860111844,Satisfied
C_1944971,theory and practice: natural language processing,501,2.0,0.0,1.0,1.0,0.6514511955317592,23,4.481595860111844,Dissatisfied
C_680900,learning in nanjing: philosophy and philosophers,645,4.0,2.0,0.0,2.0,0.6488716941778833,36,2.0,Neutral
C_677009,university aesthetic education,3650,134.0,70.0,5.0,59.0,0.5555555555555556,47,6.0,Dissatisfied
C_696654,folk literature on the southern silk road,471,2.0,2.0,0.0,0.0,0.6488716941778833,62,4.481595860111844,Dissatisfied
C_682675,introduction to historical cognition,1607,12.0,1.0,1.0,10.0,0.9452503681885124,40,4.0,Very dissatisfied
C_696945,furniture design and manufacturing,7418,510.0,234.0,36.0,240.0,0.6488716941778833,129,4.481595860111844,Satisfied
C_676918,a brief history of technological innovation,327,1.0,0.0,0.0,1.0,0.6488716941778833,54,9.0,Very dissatisfied
C_682269,medical immunology,5136,7.0,3.0,0.0,4.0,0.6488716941778833,64,4.481595860111844,Neutral
C_1766165,english critical thinking and communication skills,347,6.0,3.0,0.0,3.0,0.5299262465929132,50,4.481595860111844,Very dissatisfied
C_697334,electricity & magnetism,268,2.0,0.0,0.0,2.0,0.2227722772277227,288,2.0,Very dissatisfied
C_676915,modern etiquette,13388,675.0,85.0,25.0,565.0,0.6488716941778833,55,5.0,Satisfied
C_697003,enterprise strategic management,1514,431.0,22.0,1.0,408.0,0.6488716941778833,74,4.481595860111844,Neutral
C_1811728,standardized physical examination,983,5.0,1.0,1.0,3.0,0.6488716941778833,95,4.481595860111844,Very dissatisfied
C_837980,college english (1),3003,24.0,2.0,2.0,20.0,0.6488716941778833,66,4.481595860111844,Very dissatisfied
C_1829952,international trade theory and practice,127,0.0,0.0,0.0,0.0,0.6488716941778833,46,4.481595860111844,Dissatisfied
C_934532,let you understand traditional chinese music,1372,23.0,14.0,2.0,7.0,0.6488716941778833,58,4.481595860111844,Neutral
C_696709,dance body shaping training,2992,74.0,25.0,3.0,46.0,0.7734414073086844,50,4.481595860111844,Satisfied
C_734028,tcm health care and sub-health prevention and treatment,563,3.0,2.0,0.0,1.0,0.0,5,9.0,Very dissatisfied
C_927980,ideological and moral cultivation and legal basis,5117,1161.0,310.0,24.0,827.0,0.6488716941778833,50,4.481595860111844,Neutral
C_1755919,computer networks,166,2.0,2.0,0.0,0.0,0.7762371004949936,42,6.0,Neutral
C_676656,starting a business,21003,640.0,189.0,58.0,393.0,0.0,174,1.0,Very dissatisfied
C_1731881,environmental toxicology,225,0.0,0.0,0.0,0.0,0.6488716941778833,125,4.481595860111844,Neutral
C_1816012,typical cases of postgraduate students in orthopedics,1200,0.0,0.0,0.0,0.0,0.6488716941778833,33,7.0,Dissatisfied
C_681373,construction project bidding and contract management,2914,535.0,131.0,12.0,392.0,0.6488716941778833,123,4.481595860111844,Neutral
C_1742805,c++ programming boot camp,116,213.0,0.0,2.0,211.0,0.25,322,1.0,Very dissatisfied
C_676646,entrepreneurship basics,6099,205.0,13.0,9.0,183.0,0.7301619835472168,28,4.481595860111844,Very satisfied
C_1775020,personality and mental disorders—be a therapist of your own,89,0.0,0.0,0.0,0.0,0.6488716941778833,120,9.0,Dissatisfied
C_681754,business image design,21460,16565.0,9496.0,742.0,6327.0,0.6488716941778833,60,4.481595860111844,Satisfied
C_2199441,chinese language --express to hsk,104,0.0,0.0,0.0,0.0,0.6488716941778833,41,7.0,Dissatisfied
C_1756058,principles of electric circuits,289,2.0,0.0,0.0,2.0,0.253518665083762,368,1.0,Very dissatisfied
C_947229,life and ecology,9787,9.0,3.0,0.0,6.0,0.6488716941778833,45,9.0,Dissatisfied
C_1979991,2020 tsinghua university international undergraduate freshman development camp cultural training course (science and engineering),149,1.0,0.0,0.0,1.0,0.6488716941778833,41,1.0,Neutral
C_2189666,histology,2836,2.0,1.0,0.0,1.0,0.6755622974493343,108,1.0,Neutral
C_749652,distribution and distribution center,1667,253.0,69.0,13.0,171.0,0.6488716941778833,64,4.481595860111844,Neutral
C_2224832,the strategy is determined,73,2.0,0.0,0.0,2.0,0.7817982456140351,18,4.481595860111844,Neutral
C_681471,paracraft creative animation design,608,2.0,1.0,1.0,0.0,0.6488716941778833,30,4.481595860111844,Very dissatisfied
C_780844,e-government,448,2.0,0.0,0.0,2.0,0.6488716941778833,80,4.481595860111844,Dissatisfied
C_681088,accounting basics,12866,501.0,115.0,42.0,344.0,0.6488716941778833,51,4.481595860111844,Satisfied
C_2266753,medical humanities,133,60.0,26.0,3.0,31.0,0.8230131671615617,24,4.481595860111844,Satisfied
C_694162,mechanical principles,4173,181.0,57.0,11.0,113.0,0.6488716941778833,187,1.0,Satisfied
C_680765,medical humanities,4722,383.0,225.0,9.0,149.0,0.6488716941778833,39,4.481595860111844,Neutral
C_813497,environmental toxicology,341,10.0,9.0,0.0,1.0,0.6488716941778833,55,4.481595860111844,Dissatisfied
C_680814,software design patterns,2202,34.0,17.0,2.0,15.0,0.3724202658665574,83,1.0,Dissatisfied
C_943258,physics and world progress,241,12.0,3.0,1.0,8.0,0.6488716941778833,40,4.481595860111844,Satisfied
C_681708,"create and ""enjoy"" the future——design and implementation of innovation and entrepreneurship projects for college students",761,181.0,122.0,4.0,55.0,0.6647058823529411,52,4.481595860111844,Neutral
C_2141864,enter the colorful biological world of ethnic regions,546,125.0,60.0,15.0,50.0,0.5503032613600441,43,4.481595860111844,Neutral
C_2342532,fundamentals of circuit analysis,103,0.0,0.0,0.0,0.0,0.6488716941778833,204,11.0,Dissatisfied
C_1789686,the general introduction of industrial design,84,4.0,4.0,0.0,0.0,0.3999999999999999,34,4.481595860111844,Very dissatisfied
C_1761361,tourism policy and planning (international edition),109,0.0,0.0,0.0,0.0,0.6488716941778833,59,4.0,Dissatisfied
C_813434,chinese character writing,6058,271.0,20.0,24.0,227.0,0.6488716941778833,42,4.481595860111844,Very dissatisfied
C_1789689,life on mathematics,81,0.0,0.0,0.0,0.0,0.6488716941778833,61,4.481595860111844,Dissatisfied
C_1765600,soil mechanics,319,0.0,0.0,0.0,0.0,0.6488716941778833,195,4.481595860111844,Neutral
C_756736,new concept english (english for you) (spring 2019),1146,4.0,2.0,0.0,2.0,0.7219382964453387,167,4.481595860111844,Neutral
C_696814,general chemistry,1675,57.0,6.0,14.0,37.0,0.6488716941778833,48,4.481595860111844,Very dissatisfied
C_1925896,layout design,221,1.0,0.0,0.0,1.0,0.6861468750637922,60,4.481595860111844,Neutral
C_766037,design and implementation of modern logistics operation plan,3485,932.0,580.0,23.0,329.0,0.6488716941778833,111,4.481595860111844,Neutral
C_810834,polymer physics,367,1.0,1.0,0.0,0.0,0.6488716941778833,169,4.481595860111844,Neutral
C_696857,embedded system theory and technology,772,5.0,0.0,0.0,5.0,0.6488716941778833,64,4.481595860111844,Dissatisfied
C_879093,advertising is not crazy—appreciation of excellent chinese and foreign advertisements,13078,52.0,18.0,2.0,32.0,0.6488716941778833,73,4.481595860111844,Satisfied
C_916821,digital signal processing,699,14.0,1.0,1.0,12.0,0.6488716941778833,72,4.481595860111844,Very dissatisfied
C_707083,college computer basics,4759,46.0,8.0,2.0,36.0,0.6880846532405905,752,6.0,Very satisfied
C_947233,intermediate financial accounting,1896,3.0,2.0,1.0,0.0,0.6488716941778833,30,4.481595860111844,Satisfied
C_696789,medical literature search,8254,173.0,14.0,15.0,144.0,0.6488716941778833,31,5.0,Very dissatisfied
C_682702,introduction to financial engineering,11713,152.0,15.0,18.0,119.0,0.6488716941778833,61,1.0,Very dissatisfied
C_676940,self-shaping: five elements of success,2518,87.0,24.0,10.0,53.0,0.0,37,5.0,Very dissatisfied
C_866756,sports and health,46060,4201.0,1083.0,558.0,2560.0,0.6488716941778833,35,4.481595860111844,Very satisfied
C_1907855,installation project measurement and pricing,231,0.0,0.0,0.0,0.0,0.6488716941778833,106,4.481595860111844,Dissatisfied
C_680832,growth and nutritional diseases of children,966,1.0,1.0,0.0,0.0,0.4,32,4.481595860111844,Very dissatisfied
C_1992970,mathematical analysis iii,253,1.0,0.0,0.0,1.0,0.6452928927612472,108,9.0,Dissatisfied
C_1755893,laser and laser application,150,9.0,2.0,0.0,7.0,0.6064270152505447,35,1.0,Dissatisfied
C_707032,cultural relics and cultural china,13877,127.0,44.0,10.0,73.0,0.6488716941778833,218,1.0,Very satisfied
C_2206055,c language programming,368,0.0,0.0,0.0,0.0,0.6488716941778833,73,4.481595860111844,Dissatisfied
C_1778453,construction project management,71,0.0,0.0,0.0,0.0,0.6488716941778833,53,4.481595860111844,Dissatisfied
C_680784,in vivo drug and poison analysis,11983,7.0,0.0,0.0,7.0,0.6488716941778833,58,9.0,Dissatisfied
C_680754,introduction to interface design,6510,51.0,26.0,1.0,24.0,0.6488716941778833,61,1.0,Neutral
C_837991,teaching design for teaching chinese as a foreign language,819,98.0,19.0,3.0,76.0,0.6488716941778833,96,4.481595860111844,Neutral
C_735089,landscape architecture design and reading,1805,15.0,7.0,0.0,8.0,0.6488716941778833,34,4.481595860111844,Dissatisfied
C_696674,introduction to python interactive programming,965,12.0,1.0,3.0,8.0,0.5095238095238094,90,4.481595860111844,Very dissatisfied
C_682267,heating project,984,11.0,6.0,0.0,5.0,0.6488716941778833,50,4.481595860111844,Dissatisfied
C_758221,food chemistry,11065,351.0,23.0,8.0,320.0,0.6488716941778833,99,4.481595860111844,Satisfied
C_735122,the principles and methods of traditional chinese medicine,5280,518.0,96.0,70.0,352.0,0.6488716941778833,106,4.481595860111844,Very satisfied
C_707063,ten creation lessons: the cradle of the next unicorn lesson,188,5.0,0.0,2.0,3.0,0.6488716941778833,67,1.0,Neutral
C_682530,marketing practice,3364,256.0,53.0,3.0,200.0,0.6488716941778833,78,4.481595860111844,Neutral
C_1776312,medical information literacy,288,0.0,0.0,0.0,0.0,0.6488716941778833,73,4.481595860111844,Dissatisfied
C_681688,critical thinking,1084,5.0,2.0,0.0,3.0,0.6488716941778833,61,4.481595860111844,Dissatisfied
C_1844119,introduction of new structural regional economics,114,0.0,0.0,0.0,0.0,0.6488716941778833,89,4.481595860111844,Dissatisfied
C_697176,concise linear algebra,14473,30.0,9.0,5.0,16.0,0.6488716941778833,94,1.0,Very satisfied
C_1907838,molecular biology,140,0.0,0.0,0.0,0.0,0.6488716941778833,45,5.0,Dissatisfied
C_681475,spanish is easy el español es fácil,1382,9.0,0.0,0.0,9.0,0.6488716941778833,33,4.481595860111844,Dissatisfied
C_735251,photojournalism,2620,6.0,4.0,0.0,2.0,0.8611790271122025,35,4.0,Satisfied
C_682189,object-oriented programming (c++),4452,14.0,3.0,7.0,4.0,0.6488716941778833,76,1.0,Very dissatisfied
C_791424,physiological and genetic basis,724,66.0,11.0,7.0,48.0,0.5954614651376423,61,4.481595860111844,Very satisfied
C_735168,engineering materials fundamentals,306,3.0,2.0,0.0,1.0,1.0,41,4.481595860111844,Satisfied
C_2328471,orienteering,266,0.0,0.0,0.0,0.0,0.6488716941778833,72,4.481595860111844,Dissatisfied
